date,alloc_band,market_state_text,cash_pct,invested_pct,invested_source,n_positions,nasdaq_close,nasdaq_wk_ret,nasdaq_ytd,sp_close,sp_wk_ret,sp_ytd
2024-04-19,0-20%,,0.5554,0.4446,cash_field,5,15282.01,-0.05521,0.01803,4967.23,-0.03048,0.04139
2024-04-26,0-20%,,0.5554,0.4446,cash_field,5,15927.9,0.04226,0.06106,5099.96,0.02672,0.06921
2024-05-03,20-40%,,0.5421,0.4579,cash_field,5,16156.33,0.01434,0.07627,5127.79,0.00546,0.07505
2024-05-10,40-60%,,0.5205,0.4795,cash_field,6,16340.87,0.01142,0.08857,5222.68,0.01851,0.09494
2024-05-17,80-100%,,0.2579,0.7421,cash_field,9,16685.97,0.02112,0.11156,5303.27,0.01543,0.11184
2024-05-24,60-80%,,0.1904,0.8096,cash_field,9,16920.79,0.01407,0.1272,5304.72,0.00027,0.11214
2024-05-31,60-80%,,0.1837,0.8163,cash_field,9,16735.02,-0.01098,0.11482,5277.51,-0.00513,0.10644
2024-06-07,80-100%,,0.1797,0.8203,cash_field,9,17133.13,0.02379,0.14135,5346.99,0.01317,0.121
2024-06-14,80-100%,,0.2514,0.7486,cash_field,8,17688.88,0.03244,0.17837,5431.6,0.01582,0.13874
2024-06-21,80-100%,,0.0991,0.9009,cash_field,10,17689.36,3e-05,0.1784,5464.62,0.00608,0.14566
2024-06-28,80-100%,,0.1002,0.8998,cash_field,10,17732.6,0.00244,0.18128,5460.48,-0.00076,0.1448
2024-07-05,80-100%,,0.1044,0.8956,cash_field,10,18352.76,0.03497,0.22259,5567.19,0.01954,0.16717
2024-07-12,80-100%,,0.1768,0.8232,cash_field,9,18398.45,0.00249,0.22564,5615.35,0.00865,0.17726
2024-07-19,60-80%,,0.2986,0.7014,cash_field,8,17726.94,-0.0365,0.1809,5505,-0.01965,0.15413
2024-07-26,40-60%,,0.203,0.797,cash_field,9,17357.88,-0.02082,0.15632,5459.1,-0.00834,0.14451
2024-08-02,20-40%,,0.56,0.44,cash_field,5,16776.16,-0.03351,0.11757,5346.56,-0.02062,0.12091
2024-08-09,0-20%,,0.6597,0.3403,cash_field,4,16745.3,-0.00184,0.11551,5344.16,-0.00045,0.12041
2024-08-16,60-80%,,0.6451,0.3549,cash_field,4,17631.72,0.05294,0.17456,5554.25,0.03931,0.16445
2024-08-23,80-100%,,0.3815,0.6185,cash_field,7,17877.79,0.01396,0.19095,5634.61,0.01447,0.1813
2024-08-30,80-100%,,0.2834,0.7166,cash_field,8,17713.63,-0.00918,0.18002,5648.4,0.00245,0.18419
2024-09-06,20-40%,,0.2991,0.7009,cash_field,8,16690.83,-0.05774,0.11188,5408.42,-0.04249,0.13388
2024-09-13,60-80%,,0.3747,0.6253,cash_field,7,17683.98,0.0595,0.17804,5626.02,0.04023,0.1795
2024-09-20,80-100%,,0.2151,0.7849,cash_field,9,17948.32,0.01495,0.19565,5702.55,0.0136,0.19555
2024-09-27,80-100%,,0.2151,0.7849,cash_field,9,18119.59,0.00954,0.20706,5738.17,0.00625,0.20301
2024-10-04,80-100%,,0.2178,0.7822,cash_field,9,18137.85,0.00101,0.20828,5751.07,0.00225,0.20572
2024-10-11,80-100%,,0.217,0.783,cash_field,9,18342.94,0.01131,0.22194,5815.03,0.01112,0.21913
2024-10-18,80-100%,,0.1128,0.8872,cash_field,10,18489.55,0.00799,0.2317,5864.67,0.00854,0.22953
2024-10-25,80-100%,,0.1264,0.8736,cash_field,10,18518.61,0.00157,0.23364,5808.12,-0.00964,0.21768
2024-11-01,60-80%,,0.1222,0.8778,cash_field,10,18239.92,-0.01505,0.21508,5728.8,-0.01366,0.20105
2024-11-08,80-100%,,0.0848,0.9152,cash_field,10,19286.78,0.05739,0.28481,5995.54,0.04656,0.25697
2024-11-15,80-100%,,0.1749,0.8251,cash_field,9,18680.12,-0.03145,0.2444,5870.62,-0.02084,0.23078
2024-11-22,80-100%,,0.1883,0.8117,cash_field,9,19003.65,0.01732,0.26595,5969.34,0.01682,0.25148
2024-11-29,80-100%,,0.1913,0.8087,cash_field,9,19218.17,0.01129,0.28024,6032.38,0.01056,0.26469
2024-12-06,80-100%,,0.2004,0.7996,cash_field,9,19859.77,0.03339,0.32298,6090.27,0.0096,0.27683
2024-12-13,80-100%,,0.2724,0.7276,cash_field,8,19926.72,0.00337,0.32744,6051.09,-0.00643,0.26862
2024-12-20,60-80%,,0.4894,0.5106,cash_field,6,19572.6,-0.01777,0.30385,5930.85,-0.01987,0.24341
2024-12-27,80-100%,,0.4458,0.5542,cash_field,7,19722.03,0.00763,0.31381,5970.84,0.00674,0.25179
2025-01-03,60-80%,,0.492,0.508,cash_field,6,19621.68,-0.00509,0.0161,5942.47,0.01034,-0.01615
2025-01-10,20-40%,,0.4253,0.5747,cash_field,7,19161.63,-0.02345,-0.00772,5827.04,-0.01942,-0.03526
2025-01-17,60-80%,,0.2688,0.7312,cash_field,9,19630.2,0.02445,0.01654,5996.66,0.02911,-0.00718
2025-01-24,80-100%,,0.1656,0.8344,cash_field,9,19954.3,0.01651,0.03332,6101.24,0.01744,0.01013
2025-01-31,60-80%,,0.3602,0.6398,cash_field,7,19627.44,-0.01638,0.0164,6040.53,-0.00995,8e-05
2025-02-07,60-80%,,0.3585,0.6415,cash_field,8,19523.4,-0.0053,0.01101,6025.99,-0.00241,-0.00233
2025-02-14,80-100%,,0.2788,0.7212,cash_field,9,20026.77,0.02578,0.03708,6114.63,0.01471,0.01235
2025-02-21,40-60%,,0.5234,0.4766,cash_field,6,19524.01,-0.0251,0.01104,6013.13,-0.0166,-0.00446
2025-02-28,20-40%,,0.8661,0.1339,cash_field,2,18847.28,-0.03466,-0.024,5954.5,-0.00975,-0.01416
2025-03-07,0-20%,,0.8764,0.1236,cash_field,2,18196.22,-0.03454,-0.05772,5770.2,-0.03095,-0.04468
2025-03-14,0-20%,,0.9431,0.0569,cash_field,1,17754.09,-0.0243,-0.08061,5638.94,-0.02275,-0.06641
2025-03-21,0-20%,,0.9417,0.0583,cash_field,1,17784.05,0.00169,-0.07906,5667.56,0.00508,-0.06167
2025-03-28,0-20%,,0.9397,0.0603,cash_field,1,17322.99,-0.02593,-0.10294,5580.94,-0.01528,-0.07601
2025-04-04,0-20%,,0.9465,0.0535,cash_field,1,15587.79,-0.10017,-0.19279,5074.08,-0.09082,-0.15993
2025-04-11,0-20%,,0.9475,0.0525,cash_field,1,16724.46,0.07292,-0.13393,5363.36,0.05701,-0.11203
2025-04-18,0-20%,,0.8079,0.1921,cash_field,4,16286.45,-0.02619,-0.15661,5282.7,-0.01504,-0.12539
2025-04-25,40-60%,,0.8088,0.1912,cash_field,3,17381.94,0.06726,-0.09988,5525.21,0.04591,-0.08524
2025-05-02,40-60%,,0.7683,0.2317,cash_field,4,17977.73,0.03428,-0.06903,5686.67,0.02922,-0.0585
2025-05-09,40-60%,,0.666,0.334,cash_field,6,17928.92,-0.00272,-0.07156,5659.91,-0.00471,-0.06294
2025-05-16,80-100%,,0.4354,0.5646,cash_field,7,19211.1,0.07151,-0.00516,5958.38,0.05273,-0.01352
2025-05-23,80-100%,,0.237,0.763,cash_field,9,18737.21,-0.02467,-0.0297,5802.82,-0.02611,-0.03927
2025-05-30,80-100%,,0.2325,0.7675,cash_field,9,19113.77,0.0201,-0.0102,5911.69,0.01876,-0.02125
2025-06-06,80-100%,,0.1886,0.8114,cash_field,9,19529.95,0.02177,0.01135,6000.36,0.015,-0.00657
2025-06-13,80-100%,,0.1821,0.8179,cash_field,9,19406.83,-0.0063,0.00497,5976.97,-0.0039,-0.01044
2025-06-20,80-100%,,0.2448,0.7552,cash_field,8,19447.41,0.00209,0.00707,5967.84,-0.00153,-0.01195
2025-06-27,80-100%,,0.1944,0.8056,cash_field,8,20273.46,0.04248,0.04985,6173.07,0.03439,0.02202
2025-07-04,80-100%,,0.2605,0.7395,cash_field,8,20601.1,0.01616,0.06682,6279.35,0.01722,0.03962
2025-07-11,80-100%,,0.2601,0.7399,cash_field,8,20585.53,-0.00076,0.06601,6259.75,-0.00312,0.03638
2025-07-18,80-100%,,0.1393,0.8607,cash_field,9,20895.66,0.01507,0.08207,6296.79,0.00592,0.04251
2025-07-25,80-100%,,0.1264,0.8736,cash_field,9,21108.32,0.01018,0.09308,6388.64,0.01459,0.05771
2025-08-01,60-80%,,0.2373,0.7627,cash_field,7,20650.13,-0.02171,0.06936,6238.01,-0.02358,0.03278
2025-08-08,80-100%,,0.2443,0.7557,cash_field,7,21450.02,0.03874,0.11078,6389.45,0.02428,0.05785
2025-08-15,80-100%,,0.5474,0.4526,cash_field,4,21622.98,0.00806,0.11974,6449.8,0.00945,0.06784
2025-08-22,80-100%,,0.5523,0.4477,cash_field,4,21496.54,-0.00585,0.11319,6466.91,0.00265,0.07067
2025-08-29,80-100%,,0.155,0.845,cash_field,8,21455.55,-0.00191,0.11107,6460.26,-0.00103,0.06957
2025-09-05,80-100%,,0.2302,0.7698,cash_field,7,21700.39,0.01141,0.12374,6481.5,0.00329,0.07309
2025-09-12,80-100%,,0.0568,0.9432,cash_field,8,22141.1,0.02031,0.14657,6584.29,0.01586,0.09011
2025-09-19,80-100%,,0.0518,0.9482,cash_field,8,22631.48,0.02215,0.17196,6664.36,0.01216,0.10336
2025-09-26,80-100%,,0.0551,0.9449,cash_field,8,22484.07,-0.00651,0.16433,6604.72,-0.00895,0.09349
2025-10-03,80-100%,,0.0525,0.9475,cash_field,8,22780.51,0.01318,0.17968,6715.79,0.01682,0.11188
2025-10-10,60-80%,,0.0544,0.9456,cash_field,8,22204.43,-0.02529,0.14985,6552.51,-0.02431,0.08485
2025-10-17,60-80%,,0.1868,0.8132,cash_field,7,22679.97,0.02142,0.17447,6664.01,0.01702,0.10331
2025-10-24,60-80%,,0.419,0.581,cash_field,5,23204.87,0.02314,0.20165,6791.69,0.01916,0.12444
2025-10-31,80-100%,,0.3282,0.6718,cash_field,6,23724.96,0.02241,0.22859,6840.2,0.02644,0.13248
2025-11-07,60-80%,,0.6679,0.3321,cash_field,3,23004.54,-0.03037,0.19128,6728.8,-0.01629,0.11403
2025-11-14,40-60%,,0.6199,0.3801,cash_field,3,22900.59,-0.00452,0.1859,6734.11,0.00079,0.11491
2025-11-21,0-20%,,0.8713,0.1287,cash_field,1,22273.08,-0.0274,0.1534,6602.99,-0.01947,0.0932
2025-11-28,40-60%,,0.8683,0.1317,cash_field,1,23365.69,0.04906,0.20998,6849.09,0.03727,0.13395
2025-12-05,60-80%,,0.7668,0.2332,cash_field,2,23578.13,0.00909,0.22098,6870.4,0.00311,0.13748
2025-12-12,80-100%,,0.6318,0.3682,cash_field,3,23195.17,-0.01624,0.20115,6827.41,-0.00626,0.13036
2025-12-19,60-80%,,0.4302,0.5698,cash_field,5,23307.62,0.00485,0.20697,6834.5,0.00104,0.13153
2025-12-26,60-80%,,0.4331,0.5669,cash_field,5,23593.1,0.01225,0.22176,6929.94,0.01396,0.14733
2026-01-02,60-80%,,0.363,0.637,cash_field,6,23235.63,-0.01515,-0.00027,6858.47,-0.01031,0.00189
2026-01-09,80-100%,,0.1962,0.8038,cash_field,8,23671.35,0.01875,0.01847,6966.28,0.01572,0.01764
2026-01-16,80-100%,,0.2714,0.7286,cash_field,7,23515.39,-0.00659,0.01176,6940.01,-0.00377,0.01381
2026-01-23,60-80%,,0.1976,0.8024,cash_field,8,23501.24,-0.0006,0.01115,6915.61,-0.00352,0.01024
2026-01-30,60-80%,,0.2612,0.7388,cash_field,7,23461.82,-0.00168,0.00946,6939.03,0.00339,0.01366
2026-02-06,40-60%,,0.6391,0.3609,cash_field,3,23031.21,-0.01835,-0.00907,6932.27,-0.00097,0.01268
2026-02-13,40-60%,,0.5146,0.4854,cash_field,5,22546.67,-0.02104,-0.02992,6836.17,-0.01386,-0.00136
2026-02-20,40-60%,,0.4186,0.5814,cash_field,6,22886.07,0.01505,-0.01531,6909.51,0.01073,0.00935
2026-02-27,60-80%,,0.4065,0.5935,cash_field,6,22668.21,-0.00952,-0.02469,6878.88,-0.00443,0.00488
2026-03-06,20-40%,,0.5835,0.4165,cash_field,4,22387.68,-0.01238,-0.03676,6740.02,-0.02019,-0.01541
2026-03-20,0-20%,,0.6048,0.3952,cash_field,3,21647.61,-0.02071,-0.0686,6506.48,-0.01895,-0.04952
2026-03-27,0-20%,,0.6106,0.3894,cash_field,3,20948.36,-0.0323,-0.09868,6368.85,-0.02115,-0.06963
2026-04-03,0-20%,,0.7221,0.2779,cash_field,2,21879.18,0.04443,-0.05864,6582.69,0.03358,-0.03839
2026-04-10,40-60%,,0.4884,0.5116,cash_field,5,22902.89,0.04679,-0.01459,6816.89,0.03558,-0.00418
2026-04-17,80-100%,,0.1777,0.8223,cash_field,7,24468.48,0.06836,0.05277,7126.06,0.04535,0.04098
2026-04-24,80-100%,,0.2224,0.7776,cash_field,7,24836.6,0.01504,0.06861,7165.08,0.00548,0.04668
2026-05-01,80-100%,,0.4048,0.5952,cash_field,5,25114.44,0.01119,0.08056,7230.12,0.00908,0.05619
2026-05-08,80-100%,,0.2192,0.7808,cash_field,7,26247.08,0.0451,0.1293,7398.93,0.02335,0.08085
2026-05-15,80-100%,,0.2515,0.7485,cash_field,6,26225.14,-0.00084,0.12835,7408.5,0.00129,0.08224
2026-05-22,80-100%,,0.2515,0.7485,cash_field,6,26343.97,0.00453,0.13346,7473.57,0.00878,0.09175
2026-05-29,80-100%,,0.4473,0.5527,cash_field,4,26972.62,0.02386,0.16051,7580.06,0.01425,0.10731
2026-06-05,60-80%,,0.3928,0.6072,cash_field,5,25709.43,-0.04683,0.10616,7383.74,-0.0259,0.07863
2026-06-12,60-80%,,0.2888,0.7112,cash_field,6,25888.84,0.00698,0.11388,7431.46,0.00646,0.0856
2026-06-19,80-100%,,0.0574,0.9426,cash_field,8,26517.93,0.0243,0.14095,7394.3,-0.005,0.08017
2026-06-26,60-80%,,0.2104,0.7896,cash_field,6,25297.62,-0.04602,0.08844,7354.02,-0.00545,0.07429
