year,symbol,entry,cost,actual_ret,fixed7_ret,fixed7_stopped,fixed7_stopdate,fixed8_ret,fixed8_stopped,fixed8_stopdate,V1_ret,V1_stopped,V1_stopdate,V2_ret,V2_stopped,V2_stopdate,V3_ret,V3_stopped,V3_stopdate,V3b_ret,V3b_stopped,V3b_stopdate,V3_note,data_src,split
2026,KRMN,80.1300,36214,0.1993,0.1993,False,,0.1993,False,,0.1819,True,2026-02-04,0.1993,False,,0.1993,False,,0.1993,False,,ATR20=3.949 stop=72.231 (-9.9% below entry),tiingo_short,False
2026,RKT,21.0508,60466,-0.0768,-0.0950,True,2026-01-30,-0.0950,True,2026-01-30,-0.0950,True,2026-01-30,-0.1482,True,2026-01-30,-0.0950,True,2026-01-30,-0.0950,True,2026-01-30,ATR20=0.720 stop=19.610 (-6.8% below entry),tiingo_short,False
2026,STRL,434.8507,59637,-0.1028,-0.0700,True,2026-02-19,-0.0800,True,2026-02-19,-0.0700,True,2026-02-19,-0.1028,False,,-0.1028,False,,-0.1028,False,,ATR20=23.406 stop=388.039 (-10.8% below entry),tiingo_short,False
2026,Q,112.4121,34436,0.0129,0.0129,False,,0.0129,False,,0.0129,False,,0.0129,False,,0.0129,False,,0.0129,False,,ATR20=5.891 stop=100.630 (-10.5% below entry),tiingo_short,False
2026,WLDN,118.6077,48655,-0.3258,-0.0700,True,2026-02-11,-0.0800,True,2026-02-24,-0.0700,True,2026-02-11,-0.0700,True,2026-02-11,-0.1556,True,2026-02-27,-0.1556,True,2026-02-27,ATR20=7.297 stop=104.014 (-12.3% below entry),tiingo_short,False
2026,UFO,39.5617,47325,0.0891,0.0891,False,,0.0891,False,,0.0891,False,,0.1162,True,2026-03-27,0.0891,False,,0.0891,False,,ATR20=1.267 stop=37.028 (-6.4% below entry),tiingo_short,False
2026,APLD,38.3678,69144,-0.4148,-0.0760,True,2026-01-22,-0.0800,True,2026-01-22,-0.0760,True,2026-01-22,-0.0760,True,2026-01-22,-0.1635,True,2026-02-04,-0.2043,True,2026-02-04,ATR20=3.136 stop=32.095 (-16.3% below entry),tiingo_short,False
2026,GEV,643.4200,30224,0.7939,0.7939,False,,0.7939,False,,0.7939,False,,0.7939,False,,0.7939,False,,0.7939,False,,ATR20=31.428 stop=580.565 (-9.8% below entry),tiingo_short,False
2026,CLS,362.3395,54709,-0.0185,-0.0185,False,,-0.0185,False,,-0.0185,False,,-0.0185,False,,-0.0185,False,,-0.0185,False,,ATR20=19.641 stop=323.058 (-10.8% below entry),tiingo_short,False
2026,NBIS,151.2456,55719,-0.1214,-0.0700,True,2026-04-27,-0.0800,True,2026-04-27,-0.0700,True,2026-04-27,-0.1214,False,,-0.1214,False,,-0.1214,False,,ATR20=10.484 stop=130.278 (-13.9% below entry),tiingo_short,False
2026,ALMU,25.1426,47351,-0.1669,-0.0700,True,2026-05-07,-0.0800,True,2026-05-14,-0.0700,True,2026-05-07,-0.1669,False,,-0.0097,True,2026-05-14,-0.0097,True,2026-05-14,ATR20=2.747 stop=19.649 (-21.9% below entry),tiingo_short,False
2026,CRDO,194.4958,73709,-0.1311,-0.0700,True,2026-05-14,-0.0800,True,2026-05-14,-0.0700,True,2026-05-14,-0.1311,False,,-0.1412,True,2026-05-18,-0.1766,True,2026-05-18,ATR20=13.735 stop=167.025 (-14.1% below entry),tiingo_short,False
2026,MOD,247.6255,65490,-0.0389,-0.0700,True,2026-04-28,-0.0800,True,2026-04-28,-0.0700,True,2026-04-28,-0.0389,False,,-0.0389,False,,-0.0389,False,,ATR20=15.146 stop=217.333 (-12.2% below entry),tiingo_short,False
2026,SQM,83.9316,63627,-0.0378,-0.0703,True,2026-05-27,-0.0378,False,,-0.0703,True,2026-05-27,-0.0151,True,2026-05-18,-0.0378,False,,-0.0378,False,,ATR20=3.707 stop=76.518 (-8.8% below entry),tiingo_short,False
2026,IREN,65.7990,50363,-0.2722,-0.0700,True,2026-06-04,-0.0800,True,2026-06-04,-0.0700,True,2026-06-04,-0.2356,True,2026-06-24,-0.1762,True,2026-06-05,-0.2202,True,2026-06-05,ATR20=5.796 stop=54.207 (-17.6% below entry),tiingo_short,False
2026,VIAV,56.7250,63307,-0.1571,-0.0700,True,2026-06-16,-0.0800,True,2026-06-16,-0.0700,True,2026-06-16,-0.0700,True,2026-06-16,-0.1581,True,2026-06-18,-0.1571,False,,ATR20=4.486 stop=47.754 (-15.8% below entry),tiingo_short,False
