vehicle,n,cagr,ann_ret,ann_vol,max_dd,sharpe,sortino,calmar,ulcer,beta,total_ret,w_volmatch,volmatch_blend_ret,beats_vol,w_ddmatch,ddmatch_blend_ret,beats_dd
SPX buy-and-hold (1:1),2030.0,0.13311032209993368,0.14388716551811714,0.19408774889971167,-0.3392495902426052,0.5867818353489406,0.5565267808838089,0.3923669355200795,8.372597897367111,1.0,1.7364825825892947,,,,,,
CSP 45DTE hold (f0.5),1750.0,-0.019960430062174628,-0.000432595131865281,0.20096280761865037,-0.2737919582555606,-0.15143396677466095,-0.1501557116889311,-0.072903638913833,14.4673494597808,0.5505856426838535,-0.1306558350811058,0.9914050134758776,0.12175977000456609,False,0.7866977814713081,0.10281303454157488,False
CSP 30DTE hold (f0.5),1750.0,0.011359837136809325,0.051714169107759736,0.30087982662011015,-0.3334990706147568,0.07216890993219022,0.09359198144577918,0.03406257509464457,14.525129706169885,0.5292606643911505,0.08160175249271773,1.0,0.12255528140094353,False,0.9807181868585821,0.12077064775971923,False
Strangle 16d/45 UNGATED hold,1750.0,-0.0044363888179803634,0.0033493045490748828,0.12751838364405538,-0.26352336128579273,-0.20899492833375097,-0.23365297268444404,-0.016834897658917884,7.056187847135782,0.19996528073653572,-0.030404977435384062,0.6290833928582327,0.08822499045065402,False,0.7543909351622118,0.09982286529025942,False
Strangle 16d/45 UNGATED managed,1750.0,0.010662848626085353,0.015744461964574113,0.1012800087970174,-0.23822679533020327,-0.14075372035162875,-0.13474326276888376,0.044759232945671405,4.249164342108546,0.19659918342288185,0.0764359794123799,0.4996422456277702,0.0762445286438776,False,0.6760251143313858,0.09256969469104644,False
Strangle 16d/45 REGIME-GATED hold,672.0,0.001592951265845688,0.005202828315644271,0.08545855613463034,-0.13909253515506434,-0.2901660501412003,-0.2786335344626628,0.011452456913448449,4.0887379779787105,0.3215336480282484,0.004253510913058589,0.5405060340124469,0.06547341380561489,False,0.6893610407424666,0.07524276866660055,False
