cik,ticker,source,entity_name
1547015,CIK1547015,fundamentals,
1543395,CIK1543395,fundamentals,
1542335,CIK1542335,fundamentals,
1540755,CIK1540755,fundamentals,
1540615,CIK1540615,fundamentals,
1536035,CIK1536035,fundamentals,
1535635,CIK1535635,fundamentals,
1534155,CIK1534155,fundamentals,
1587755,CIK1587755,fundamentals,
1586495,CIK1586495,fundamentals,
1585755,CIK1585755,fundamentals,
1580095,CIK1580095,fundamentals,
1578735,CIK1578735,fundamentals,
1577095,CIK1577095,fundamentals,
1576575,CIK1576575,fundamentals,
1575975,CIK1575975,fundamentals,
1575295,CIK1575295,fundamentals,
1574815,CIK1574815,fundamentals,
1574135,CIK1574135,fundamentals,
1569055,CIK1569055,fundamentals,
1568875,CIK1568875,fundamentals,
1566895,CIK1566895,fundamentals,
1563915,CIK1563915,fundamentals,
1563855,CIK1563855,fundamentals,
1632275,CIK1632275,fundamentals,
1629995,CIK1629995,fundamentals,
1628175,CIK1628175,fundamentals,
1625095,CIK1625095,fundamentals,
1623715,CIK1623715,fundamentals,
1623595,CIK1623595,fundamentals,
1622175,CIK1622175,fundamentals,
1619055,CIK1619055,fundamentals,
1616495,CIK1616495,fundamentals,
1615055,CIK1615055,fundamentals,
1613895,CIK1613895,fundamentals,
1606355,CIK1606355,fundamentals,
1594555,CIK1594555,fundamentals,
1593195,CIK1593195,fundamentals,
1591615,CIK1591615,fundamentals,
1590695,CIK1590695,fundamentals,
1697935,CIK1697935,fundamentals,
1696195,CIK1696195,fundamentals,
1693415,CIK1693415,fundamentals,
1686515,CIK1686515,fundamentals,
1685715,CIK1685715,fundamentals,
1680935,CIK1680935,fundamentals,
1672255,CIK1672255,fundamentals,
1667615,CIK1667615,fundamentals,
1655075,CIK1655075,fundamentals,
1651235,CIK1651235,fundamentals,
1648955,CIK1648955,fundamentals,
1644675,CIK1644675,fundamentals,
1642375,CIK1642375,fundamentals,
1640455,CIK1640455,fundamentals,
1637655,CIK1637655,fundamentals,
1636315,CIK1636315,fundamentals,
1774155,CIK1774155,fundamentals,
1772695,CIK1772695,fundamentals,
1755755,CIK1755755,fundamentals,
1744895,CIK1744895,fundamentals,
1743415,CIK1743415,fundamentals,
1740695,CIK1740695,fundamentals,
1734875,CIK1734875,fundamentals,
1727815,CIK1727815,fundamentals,
1719435,CIK1719435,fundamentals,
1719395,CIK1719395,fundamentals,
1711675,CIK1711675,fundamentals,
1708715,CIK1708715,fundamentals,
1704795,CIK1704795,fundamentals,
1704235,CIK1704235,fundamentals,
1703975,CIK1703975,fundamentals,
1700175,CIK1700175,fundamentals,
1823575,CIK1823575,fundamentals,
1822935,CIK1822935,fundamentals,
1822835,CIK1822835,fundamentals,
1821595,CIK1821595,fundamentals,
1821075,CIK1821075,fundamentals,
1820175,CIK1820175,fundamentals,
1819615,CIK1819615,fundamentals,
1819395,CIK1819395,fundamentals,
1819035,CIK1819035,fundamentals,
1818355,CIK1818355,fundamentals,
1815495,CIK1815495,fundamentals,
1805795,CIK1805795,fundamentals,
1801075,CIK1801075,fundamentals,
1786255,CIK1786255,fundamentals,
1783875,CIK1783875,fundamentals,
1781115,CIK1781115,fundamentals,
1844635,CIK1844635,fundamentals,
1844135,CIK1844135,fundamentals,
1839175,CIK1839175,fundamentals,
1836935,CIK1836935,fundamentals,
1836075,CIK1836075,fundamentals,
1834755,CIK1834755,fundamentals,
1833235,CIK1833235,fundamentals,
1832415,CIK1832415,fundamentals,
1830795,CIK1830795,fundamentals,
1829615,CIK1829615,fundamentals,
1829455,CIK1829455,fundamentals,
1828735,CIK1828735,fundamentals,
1827075,CIK1827075,fundamentals,
1826855,CIK1826855,fundamentals,
1826435,CIK1826435,fundamentals,
1823855,CIK1823855,fundamentals,
1936255,CIK1936255,fundamentals,
1906195,CIK1906195,fundamentals,
1876255,CIK1876255,fundamentals,
1874495,CIK1874495,fundamentals,
1868775,CIK1868775,fundamentals,
1865975,CIK1865975,fundamentals,
1857855,CIK1857855,fundamentals,
1856995,CIK1856995,fundamentals,
1855555,CIK1855555,fundamentals,
1854795,CIK1854795,fundamentals,
1853775,CIK1853775,fundamentals,
1852495,CIK1852495,fundamentals,
1849475,CIK1849475,fundamentals,
1848795,CIK1848795,fundamentals,
1847355,CIK1847355,fundamentals,
1846975,CIK1846975,fundamentals,
320575,CIK320575,fundamentals,
319815,CIK319815,fundamentals,
318835,CIK318835,fundamentals,
29915,CIK29915,fundamentals,
277595,CIK277595,fundamentals,
277375,CIK277375,fundamentals,
23675,CIK23675,fundamentals,
2093375,CIK2093375,fundamentals,
2089975,CIK2089975,fundamentals,
2049595,CIK2049595,fundamentals,
2033695,CIK2033695,fundamentals,
200155,CIK200155,fundamentals,
1986395,CIK1986395,fundamentals,
1985375,CIK1985375,fundamentals,
1974395,CIK1974395,fundamentals,
1956055,CIK1956055,fundamentals,
730255,CIK730255,fundamentals,
726435,CIK726435,fundamentals,
724915,CIK724915,fundamentals,
720515,CIK720515,fundamentals,
713275,CIK713275,fundamentals,
713095,CIK713095,fundamentals,
707855,CIK707855,fundamentals,
704415,CIK704415,fundamentals,
70415,CIK70415,fundamentals,
700815,CIK700815,fundamentals,
57055,CIK57055,fundamentals,
52795,CIK52795,fundamentals,
49615,CIK49615,fundamentals,
4515,CIK4515,fundamentals,
354655,CIK354655,fundamentals,
34115,CIK34115,fundamentals,
804055,CIK804055,fundamentals,
799235,CIK799235,fundamentals,
798955,CIK798955,fundamentals,
795255,CIK795255,fundamentals,
794775,CIK794775,fundamentals,
792935,CIK792935,fundamentals,
791915,CIK791915,fundamentals,
790715,CIK790715,fundamentals,
787075,CIK787075,fundamentals,
785815,CIK785815,fundamentals,
768835,CIK768835,fundamentals,
764195,CIK764195,fundamentals,
749935,CIK749935,fundamentals,
748015,CIK748015,fundamentals,
744455,CIK744455,fundamentals,
741815,CIK741815,fundamentals,
858395,CIK858395,fundamentals,
857115,CIK857115,fundamentals,
856135,CIK856135,fundamentals,
854395,CIK854395,fundamentals,
853695,CIK853695,fundamentals,
847415,CIK847415,fundamentals,
847015,CIK847015,fundamentals,
842295,CIK842295,fundamentals,
835095,CIK835095,fundamentals,
833795,CIK833795,fundamentals,
831355,CIK831355,fundamentals,
825315,CIK825315,fundamentals,
821995,CIK821995,fundamentals,
817135,CIK817135,fundamentals,
808015,CIK808015,fundamentals,
806175,CIK806175,fundamentals,
882235,CIK882235,fundamentals,
881695,CIK881695,fundamentals,
880555,CIK880555,fundamentals,
880115,CIK880115,fundamentals,
879575,CIK879575,fundamentals,
879555,CIK879555,fundamentals,
874495,CIK874495,fundamentals,
872835,CIK872835,fundamentals,
870815,CIK870815,fundamentals,
869495,CIK869495,fundamentals,
865415,CIK865415,fundamentals,
863895,CIK863895,fundamentals,
863015,CIK863015,fundamentals,
861955,CIK861955,fundamentals,
859475,CIK859475,fundamentals,
858655,CIK858655,fundamentals,
925535,CIK925535,fundamentals,
9235,CIK9235,fundamentals,
922475,CIK922475,fundamentals,
919175,CIK919175,fundamentals,
915735,CIK915735,fundamentals,
911635,CIK911635,fundamentals,
897315,CIK897315,fundamentals,
897075,CIK897075,fundamentals,
895655,CIK895655,fundamentals,
892875,CIK892875,fundamentals,
886835,CIK886835,fundamentals,
886475,CIK886475,fundamentals,
886035,CIK886035,fundamentals,
885975,CIK885975,fundamentals,
8855,CIK8855,fundamentals,
885475,CIK885475,fundamentals,
16875,CP,fundamentals,
21535,COHU,fundamentals,
1692415,CODX,fundamentals,
1727255,COBA,fundamentals,
21175,CNA,fundamentals,
1026655,CMT,fundamentals,
1156375,CME,fundamentals,
840715,CLRO,fundamentals,
352955,CKX,fundamentals,
946155,CIK946155,fundamentals,
945235,CIK945235,fundamentals,
930835,CIK930835,fundamentals,
930775,CIK930775,fundamentals,
928835,CIK928835,fundamentals,
928375,CIK928375,fundamentals,
927355,CIK927355,fundamentals,
854775,DGII,fundamentals,
1127475,DBMM,fundamentals,
1590895,CZR,fundamentals,
1820875,CXAI,fundamentals,
1750155,CWBHF,fundamentals,
1862935,CURR,fundamentals,
1298675,CUBE,fundamentals,
2015955,CUB,fundamentals,
23795,CTO,fundamentals,
1855175,CTNM,fundamentals,
1831915,CTKB,fundamentals,
25895,CRWS,fundamentals,
849395,CRH,fundamentals,
1866175,CRGY,fundamentals,
25475,CRD-A,fundamentals,
900075,CPRT,fundamentals,
1006655,EPM,fundamentals,
6955,EPAC,fundamentals,
1089815,EHSI,fundamentals,
1025835,EFSC,fundamentals,
1823635,ECXJ,fundamentals,
1708035,ECVT,fundamentals,
712515,EA,fundamentals,
720875,DYNTQ,fundamentals,
67215,DY,fundamentals,
826675,DX,fundamentals,
1857475,DOLE,fundamentals,
1800315,DMRA,fundamentals,
2040475,DMII,fundamentals,
1849635,DJT,fundamentals,
1075415,DHC,fundamentals,
1861795,DH,fundamentals,
1001115,GEOS,fundamentals,
1071255,GDEN,fundamentals,
714395,GABC,fundamentals,
1353615,FXF,fundamentals,
1331875,FNF,fundamentals,
737875,FKYS,fundamentals,
1048695,FFIV,fundamentals,
708955,FFBC,fundamentals,
2028935,FACT,fundamentals,
2011535,EZET,fundamentals,
1710155,EYE,fundamentals,
746515,EXPD,fundamentals,
1618835,EVFM,fundamentals,
1538495,ETST,fundamentals,
2020455,ETH,fundamentals,
1883835,ESGH,fundamentals,
1500375,HFBL,fundamentals,
775215,HBT,fundamentals,
277135,GWW,fundamentals,
1794515,GTM,fundamentals,
924515,GTHP,fundamentals,
2044635,GSHR,fundamentals,
1499275,GROO,fundamentals,
1802255,GRDN,fundamentals,
1500435,GPRO,fundamentals,
1673475,GPOX,fundamentals,
1408075,GPK,fundamentals,
1771515,GO,fundamentals,
1474735,GNRC,fundamentals,
320335,GL,fundamentals,
882095,GILD,fundamentals,
1121795,GHST,fundamentals,
2028355,IPEX,fundamentals,
874015,IONS,fundamentals,
1683695,IMXI,fundamentals,
1873835,IMMX,fundamentals,
1846235,IMAQ,fundamentals,
1980295,IMAA,fundamentals,
2101135,ILLU,fundamentals,
1405495,IDCC,fundamentals,
1652535,ICHR,fundamentals,
1695295,HYFM,fundamentals,
1404655,HUBS,fundamentals,
1874875,HOUR,fundamentals,
1145255,HNNA,fundamentals,
1024795,HLIO,fundamentals,
1302215,HLI,fundamentals,
1593275,HG,fundamentals,
912595,MAA,fundamentals,
1898795,LVWR,fundamentals,
1535955,LPCN,fundamentals,
1032975,LOGI,fundamentals,
1158895,LMAT,fundamentals,
1391135,LIFD,fundamentals,
774415,KRFG,fundamentals,
31235,KODK,fundamentals,
55135,KELYA,fundamentals,
1418135,KDP,fundamentals,
1357615,KBR,fundamentals,
1674335,JELD,fundamentals,
728535,JBHT,fundamentals,
1873875,IXHL,fundamentals,
1279715,IWSH,fundamentals,
1948455,ISPR,fundamentals,
924095,MVCO,fundamentals,
15615,MTZ,fundamentals,
1821175,MSGM,fundamentals,
1750735,MRBK,fundamentals,
1129155,MPX,fundamentals,
1510295,MPC,fundamentals,
879635,MPB,fundamentals,
2033615,MGNO,fundamentals,
1654595,MDRR,fundamentals,
1931055,MDNC,fundamentals,
1827855,MCLE,fundamentals,
1518715,MCHB,fundamentals,
1859035,MCAG,fundamentals,
883975,MBOT,fundamentals,
1842295,MAZE,fundamentals,
1827635,MANE,fundamentals,
1643615,ONT,fundamentals,
1388295,ONEI,fundamentals,
1611115,OMDA,fundamentals,
1637715,OKUR,fundamentals,
1021635,OGE,fundamentals,
1409375,OESX,fundamentals,
1356115,NXDT,fundamentals,
1836875,NVVE,fundamentals,
1720635,NVT,fundamentals,
1078075,NTCT,fundamentals,
1549595,NRIX,fundamentals,
1373715,NOW,fundamentals,
1084475,NIHK,fundamentals,
1047335,NHC,fundamentals,
914475,NBIX,fundamentals,
57515,MZTI,fundamentals,
1784535,PRCH,fundamentals,
1460235,PPLT,fundamentals,
1710495,PNXP,fundamentals,
1157075,PMCB,fundamentals,
1321655,PLTR,fundamentals,
80035,PLPC,fundamentals,
1168455,PLBC,fundamentals,
1626115,PJT,fundamentals,
931015,PII,fundamentals,
1114995,PI,fundamentals,
1968915,PHIN,fundamentals,
1845815,PAYO,fundamentals,
1017655,PAYD,fundamentals,
1590955,PAYC,fundamentals,
1781335,OTIS,fundamentals,
1288855,OPHC,fundamentals,
1140215,REED,fundamentals,
1281895,RCKT,fundamentals,
1708055,RBBN,fundamentals,
81955,RAND,fundamentals,
1236275,QXO,fundamentals,
1618755,QSP,fundamentals,
1103795,QSEP,fundamentals,
2047455,QSEA,fundamentals,
2102155,QLEP,fundamentals,
1050915,PWR,fundamentals,
1777835,PWP,fundamentals,
1574235,PULM,fundamentals,
1811935,PTRN,fundamentals,
2099095,PTAC,fundamentals,
1759655,PRVA,fundamentals,
1819175,PRIAF,fundamentals,
1575515,SFM,fundamentals,
86115,SFES,fundamentals,
1031235,SELF,fundamentals,
944075,SCKT,fundamentals,
1981535,SBET,fundamentals,
1874315,SATL,fundamentals,
1847075,SAIH,fundamentals,
1836295,RTGN,fundamentals,
1419275,RTB,fundamentals,
1910975,RPDL,fundamentals,
882835,ROP,fundamentals,
1811115,RNLXY,fundamentals,
1829635,RNAZ,fundamentals,
1171155,RLGT,fundamentals,
85535,RGLD,fundamentals,
1384195,REI,fundamentals,
1370755,TCPC,fundamentals,
1903595,TBH,fundamentals,
1922335,SYRA,fundamentals,
1692115,SWX,fundamentals,
1552275,SUN,fundamentals,
1425355,SUIG,fundamentals,
1401835,SRGZ,fundamentals,
1517375,SPT,fundamentals,
2028735,SPEG,fundamentals,
1479615,SLN,fundamentals,
1737995,SKYA,fundamentals,
899715,SKT,fundamentals,
1774675,SKIL,fundamentals,
894315,SITC,fundamentals,
1852575,SGST,fundamentals,
1477815,SG,fundamentals,
1505155,UPLD,fundamentals,
2020795,UNIT,fundamentals,
1956955,UMAC,fundamentals,
352915,UHS,fundamentals,
101295,UG,fundamentals,
857855,UCB,fundamentals,
875355,TULP,fundamentals,
1508655,TSLX,fundamentals,
1754195,TRLV,fundamentals,
1689375,TRDA,fundamentals,
2028835,TOXR,fundamentals,
1134115,THM,fundamentals,
944695,THG,fundamentals,
1534675,TGLS,fundamentals,
1537435,TGEN,fundamentals,
1717115,TEM,fundamentals,
719955,WSM,fundamentals,
2047235,WSBK,fundamentals,
1096275,WKSP,fundamentals,
908315,WINA,fundamentals,
943535,WHEN,fundamentals,
107815,WELPP,fundamentals,
1645155,WBSR,fundamentals,
885275,WBHC,fundamentals,
103595,VLGEA,fundamentals,
1603015,VIA,fundamentals,
59255,VHI,fundamentals,
2007855,VG,fundamentals,
1111335,VC,fundamentals,
2006815,VACH,fundamentals,
912615,URBN,fundamentals,
1627475,UPWK,fundamentals,
1901336,ALCYF,fundamentals,
1545236,AHII,fundamentals,
1852016,AEAE,fundamentals,
1703056,ADT,fundamentals,
1803696,ADEA,fundamentals,
1133116,ACPS,fundamentals,
935036,ACIW,fundamentals,
1622996,ACBM,fundamentals,
846475,ZYXIQ,fundamentals,
1854275,ZCAR,fundamentals,
931755,XXAAU,fundamentals,
1533615,XRN,fundamentals,
106535,WY,fundamentals,
838875,WVVI,fundamentals,
1365135,WU,fundamentals,
1175535,WSR,fundamentals,
10456,BAX,fundamentals,
1514416,BAND,fundamentals,
1941536,BAER,fundamentals,
1123596,BABB,fundamentals,
1214816,AXS,fundamentals,
1410636,AWK,fundamentals,
1122976,AVNT,fundamentals,
1091596,AURX,fundamentals,
1501796,AURA,fundamentals,
2028516,ATII,fundamentals,
1876716,ASCBF,fundamentals,
2093536,ARXS,fundamentals,
7536,ARW,fundamentals,
1515156,ARQ,fundamentals,
6176,AP,fundamentals,
1591956,ANY,fundamentals,
803016,CFNB,fundamentals,
2089536,CEPS,fundamentals,
1633336,CCAP,fundamentals,
22356,CBSH,fundamentals,
1419536,CBNK,fundamentals,
1829576,CARE,fundamentals,
887596,CAKE,fundamentals,
1772016,BRBR,fundamentals,
1462056,BLZE,fundamentals,
863436,BHE,fundamentals,
1722556,BGFR,fundamentals,
1804176,BFLY,fundamentals,
1835856,BETR,fundamentals,
790816,BDN,fundamentals,
882796,BCRX,fundamentals,
1703956,BBCP,fundamentals,
1030896,CIK1030896,fundamentals,
1029356,CIK1029356,fundamentals,
1028536,CIK1028536,fundamentals,
1025536,CIK1025536,fundamentals,
1021096,CIK1021096,fundamentals,
1020416,CIK1020416,fundamentals,
1019216,CIK1019216,fundamentals,
1018336,CIK1018336,fundamentals,
1018216,CIK1018216,fundamentals,
1017616,CIK1017616,fundamentals,
1013796,CIK1013796,fundamentals,
1009976,CIK1009976,fundamentals,
1009356,CIK1009356,fundamentals,
100716,CIK100716,fundamentals,
1005276,CIK1005276,fundamentals,
1571776,CHMI,fundamentals,
1066656,CIK1066656,fundamentals,
1064116,CIK1064116,fundamentals,
1060736,CIK1060736,fundamentals,
1057436,CIK1057436,fundamentals,
1056756,CIK1056756,fundamentals,
1052636,CIK1052636,fundamentals,
105076,CIK105076,fundamentals,
1043156,CIK1043156,fundamentals,
1037676,CIK1037676,fundamentals,
1037156,CIK1037156,fundamentals,
1037016,CIK1037016,fundamentals,
1035976,CIK1035976,fundamentals,
1035216,CIK1035216,fundamentals,
1031896,CIK1031896,fundamentals,
103096,CIK103096,fundamentals,
1030916,CIK1030916,fundamentals,
1097896,CIK1097896,fundamentals,
1097396,CIK1097396,fundamentals,
1096376,CIK1096376,fundamentals,
1095996,CIK1095996,fundamentals,
1093636,CIK1093636,fundamentals,
109156,CIK109156,fundamentals,
1089976,CIK1089976,fundamentals,
1087216,CIK1087216,fundamentals,
1085596,CIK1085596,fundamentals,
1082176,CIK1082176,fundamentals,
1081316,CIK1081316,fundamentals,
1080056,CIK1080056,fundamentals,
1075656,CIK1075656,fundamentals,
1070336,CIK1070336,fundamentals,
1069996,CIK1069996,fundamentals,
1068796,CIK1068796,fundamentals,
1131096,CIK1131096,fundamentals,
1129096,CIK1129096,fundamentals,
1126216,CIK1126216,fundamentals,
1124676,CIK1124676,fundamentals,
1123836,CIK1123836,fundamentals,
1123316,CIK1123316,fundamentals,
1120096,CIK1120096,fundamentals,
1115836,CIK1115836,fundamentals,
1113256,CIK1113256,fundamentals,
1109196,CIK1109196,fundamentals,
1108236,CIK1108236,fundamentals,
1107796,CIK1107796,fundamentals,
1107216,CIK1107216,fundamentals,
110536,CIK110536,fundamentals,
1101396,CIK1101396,fundamentals,
1098996,CIK1098996,fundamentals,
1175416,CIK1175416,fundamentals,
1172136,CIK1172136,fundamentals,
1170816,CIK1170816,fundamentals,
1168696,CIK1168696,fundamentals,
1166036,CIK1166036,fundamentals,
1165336,CIK1165336,fundamentals,
1164256,CIK1164256,fundamentals,
1162816,CIK1162816,fundamentals,
1162556,CIK1162556,fundamentals,
1161976,CIK1161976,fundamentals,
1157516,CIK1157516,fundamentals,
1142596,CIK1142596,fundamentals,
1142576,CIK1142576,fundamentals,
1138776,CIK1138776,fundamentals,
1136796,CIK1136796,fundamentals,
1134016,CIK1134016,fundamentals,
1277856,CIK1277856,fundamentals,
1273636,CIK1273636,fundamentals,
1268236,CIK1268236,fundamentals,
1261436,CIK1261436,fundamentals,
1260996,CIK1260996,fundamentals,
1253176,CIK1253176,fundamentals,
1243496,CIK1243496,fundamentals,
1230276,CIK1230276,fundamentals,
1216596,CIK1216596,fundamentals,
1213336,CIK1213336,fundamentals,
1195116,CIK1195116,fundamentals,
1189396,CIK1189396,fundamentals,
1183276,CIK1183276,fundamentals,
1178336,CIK1178336,fundamentals,
1176316,CIK1176316,fundamentals,
1176236,CIK1176236,fundamentals,
1311596,CIK1311596,fundamentals,
1309136,CIK1309136,fundamentals,
1309056,CIK1309056,fundamentals,
1297336,CIK1297336,fundamentals,
1294476,CIK1294476,fundamentals,
1294016,CIK1294016,fundamentals,
1292556,CIK1292556,fundamentals,
1290476,CIK1290476,fundamentals,
1289636,CIK1289636,fundamentals,
1289496,CIK1289496,fundamentals,
1289236,CIK1289236,fundamentals,
1288776,CIK1288776,fundamentals,
1288496,CIK1288496,fundamentals,
1285236,CIK1285236,fundamentals,
1284196,CIK1284196,fundamentals,
1280396,CIK1280396,fundamentals,
1344736,CIK1344736,fundamentals,
1344596,CIK1344596,fundamentals,
1339256,CIK1339256,fundamentals,
1335236,CIK1335236,fundamentals,
1332896,CIK1332896,fundamentals,
1330436,CIK1330436,fundamentals,
1329136,CIK1329136,fundamentals,
1326396,CIK1326396,fundamentals,
1325676,CIK1325676,fundamentals,
1324736,CIK1324736,fundamentals,
1321516,CIK1321516,fundamentals,
1318196,CIK1318196,fundamentals,
1317436,CIK1317436,fundamentals,
1316656,CIK1316656,fundamentals,
1316016,CIK1316016,fundamentals,
1315756,CIK1315756,fundamentals,
1374976,CIK1374976,fundamentals,
1374536,CIK1374536,fundamentals,
1372336,CIK1372336,fundamentals,
1368196,CIK1368196,fundamentals,
1367416,CIK1367416,fundamentals,
1367396,CIK1367396,fundamentals,
1365916,CIK1365916,fundamentals,
1365216,CIK1365216,fundamentals,
1364896,CIK1364896,fundamentals,
1364856,CIK1364856,fundamentals,
1358656,CIK1358656,fundamentals,
1358356,CIK1358356,fundamentals,
1353616,CIK1353616,fundamentals,
1349976,CIK1349976,fundamentals,
1348036,CIK1348036,fundamentals,
1345756,CIK1345756,fundamentals,
1393356,CIK1393356,fundamentals,
1391636,CIK1391636,fundamentals,
1387976,CIK1387976,fundamentals,
1387156,CIK1387156,fundamentals,
1386936,CIK1386936,fundamentals,
1385596,CIK1385596,fundamentals,
1383756,CIK1383756,fundamentals,
1383196,CIK1383196,fundamentals,
1381796,CIK1381796,fundamentals,
1380856,CIK1380856,fundamentals,
1378076,CIK1378076,fundamentals,
1376556,CIK1376556,fundamentals,
1376316,CIK1376316,fundamentals,
1375796,CIK1375796,fundamentals,
1375596,CIK1375596,fundamentals,
1375576,CIK1375576,fundamentals,
1415736,CIK1415736,fundamentals,
1415336,CIK1415336,fundamentals,
1411036,CIK1411036,fundamentals,
1410056,CIK1410056,fundamentals,
1409916,CIK1409916,fundamentals,
1408956,CIK1408956,fundamentals,
1408356,CIK1408356,fundamentals,
1408276,CIK1408276,fundamentals,
1406796,CIK1406796,fundamentals,
1404636,CIK1404636,fundamentals,
1404296,CIK1404296,fundamentals,
1403676,CIK1403676,fundamentals,
1403256,CIK1403256,fundamentals,
1399356,CIK1399356,fundamentals,
1397516,CIK1397516,fundamentals,
1394156,CIK1394156,fundamentals,
1437476,CIK1437476,fundamentals,
1435936,CIK1435936,fundamentals,
1435736,CIK1435736,fundamentals,
1432196,CIK1432196,fundamentals,
1432176,CIK1432176,fundamentals,
1431936,CIK1431936,fundamentals,
1429896,CIK1429896,fundamentals,
1428816,CIK1428816,fundamentals,
1422296,CIK1422296,fundamentals,
1421816,CIK1421816,fundamentals,
1421636,CIK1421636,fundamentals,
1420216,CIK1420216,fundamentals,
1419836,CIK1419836,fundamentals,
1419556,CIK1419556,fundamentals,
1418196,CIK1418196,fundamentals,
1415936,CIK1415936,fundamentals,
1467076,CIK1467076,fundamentals,
1463176,CIK1463176,fundamentals,
1456016,CIK1456016,fundamentals,
1452936,CIK1452936,fundamentals,
1452476,CIK1452476,fundamentals,
1452176,CIK1452176,fundamentals,
1450416,CIK1450416,fundamentals,
1448776,CIK1448776,fundamentals,
1448056,CIK1448056,fundamentals,
1446896,CIK1446896,fundamentals,
1442836,CIK1442836,fundamentals,
1442376,CIK1442376,fundamentals,
1440476,CIK1440476,fundamentals,
1439636,CIK1439636,fundamentals,
1438576,CIK1438576,fundamentals,
1437596,CIK1437596,fundamentals,
1492116,CIK1492116,fundamentals,
1491576,CIK1491576,fundamentals,
1490636,CIK1490636,fundamentals,
1489256,CIK1489256,fundamentals,
1489136,CIK1489136,fundamentals,
1485176,CIK1485176,fundamentals,
1485156,CIK1485156,fundamentals,
1483496,CIK1483496,fundamentals,
1483096,CIK1483096,fundamentals,
1482876,CIK1482876,fundamentals,
1481056,CIK1481056,fundamentals,
1478176,CIK1478176,fundamentals,
1477776,CIK1477776,fundamentals,
1471256,CIK1471256,fundamentals,
1471136,CIK1471136,fundamentals,
1468516,CIK1468516,fundamentals,
1521476,CIK1521476,fundamentals,
1520216,CIK1520216,fundamentals,
1515816,CIK1515816,fundamentals,
1513856,CIK1513856,fundamentals,
1510976,CIK1510976,fundamentals,
1510256,CIK1510256,fundamentals,
1507196,CIK1507196,fundamentals,
1504876,CIK1504876,fundamentals,
1503636,CIK1503636,fundamentals,
1502756,CIK1502756,fundamentals,
1501756,CIK1501756,fundamentals,
1500836,CIK1500836,fundamentals,
1497916,CIK1497916,fundamentals,
1497316,CIK1497316,fundamentals,
1495536,CIK1495536,fundamentals,
1493976,CIK1493976,fundamentals,
1550956,CIK1550956,fundamentals,
1550536,CIK1550536,fundamentals,
1549756,CIK1549756,fundamentals,
1549276,CIK1549276,fundamentals,
1547996,CIK1547996,fundamentals,
1547716,CIK1547716,fundamentals,
1544116,CIK1544116,fundamentals,
1543916,CIK1543916,fundamentals,
1536256,CIK1536256,fundamentals,
1532796,CIK1532796,fundamentals,
1530796,CIK1530796,fundamentals,
1529516,CIK1529516,fundamentals,
1527096,CIK1527096,fundamentals,
1526796,CIK1526796,fundamentals,
1525896,CIK1525896,fundamentals,
1522236,CIK1522236,fundamentals,
1580156,CIK1580156,fundamentals,
1578776,CIK1578776,fundamentals,
1577916,CIK1577916,fundamentals,
1577416,CIK1577416,fundamentals,
1576336,CIK1576336,fundamentals,
1574596,CIK1574596,fundamentals,
1571636,CIK1571636,fundamentals,
1571116,CIK1571116,fundamentals,
1563756,CIK1563756,fundamentals,
1563536,CIK1563536,fundamentals,
1562636,CIK1562636,fundamentals,
1561196,CIK1561196,fundamentals,
1559356,CIK1559356,fundamentals,
1557796,CIK1557796,fundamentals,
1556416,CIK1556416,fundamentals,
1556276,CIK1556276,fundamentals,
1603756,CIK1603756,fundamentals,
1598776,CIK1598776,fundamentals,
1593936,CIK1593936,fundamentals,
1592016,CIK1592016,fundamentals,
1591096,CIK1591096,fundamentals,
1590496,CIK1590496,fundamentals,
1589096,CIK1589096,fundamentals,
1588216,CIK1588216,fundamentals,
1587476,CIK1587476,fundamentals,
1582616,CIK1582616,fundamentals,
1582576,CIK1582576,fundamentals,
1581776,CIK1581776,fundamentals,
1581316,CIK1581316,fundamentals,
1580836,CIK1580836,fundamentals,
1580676,CIK1580676,fundamentals,
1580276,CIK1580276,fundamentals,
1635136,CIK1635136,fundamentals,
1632276,CIK1632276,fundamentals,
1631256,CIK1631256,fundamentals,
1630856,CIK1630856,fundamentals,
1626696,CIK1626696,fundamentals,
1626556,CIK1626556,fundamentals,
1625376,CIK1625376,fundamentals,
1623016,CIK1623016,fundamentals,
1622676,CIK1622676,fundamentals,
1618696,CIK1618696,fundamentals,
1614976,CIK1614976,fundamentals,
1614556,CIK1614556,fundamentals,
1614436,CIK1614436,fundamentals,
1607716,CIK1607716,fundamentals,
1606736,CIK1606736,fundamentals,
1604416,CIK1604416,fundamentals,
1688016,CIK1688016,fundamentals,
1685616,CIK1685616,fundamentals,
1679836,CIK1679836,fundamentals,
1678536,CIK1678536,fundamentals,
1670196,CIK1670196,fundamentals,
1660156,CIK1660156,fundamentals,
1656936,CIK1656936,fundamentals,
1656536,CIK1656536,fundamentals,
1653876,CIK1653876,fundamentals,
1651716,CIK1651716,fundamentals,
1649676,CIK1649676,fundamentals,
1646916,CIK1646916,fundamentals,
1646576,CIK1646576,fundamentals,
1645316,CIK1645316,fundamentals,
1639836,CIK1639836,fundamentals,
1637736,CIK1637736,fundamentals,
1752036,CIK1752036,fundamentals,
1739936,CIK1739936,fundamentals,
1731536,CIK1731536,fundamentals,
1731176,CIK1731176,fundamentals,
1729756,CIK1729756,fundamentals,
1725516,CIK1725516,fundamentals,
